site_id,point_id,latitude_dd,longitude_dd,elevation
SAGE LOT,SageLot-210,41.55422175419314,-70.50656352342601,0.1581
SAGE LOT,SageLot-211,41.554221781551476,-70.50656349768147,0.1591
SAGE LOT,SageLot-212,41.55422386382239,-70.5065764302572,0.1711
SAGE LOT,SageLot-213,41.55422406157028,-70.50657646123001,0.1771
SAGE LOT,SageLot-214,41.554224215679284,-70.50657638566942,0.1711
SAGE LOT,SageLot-215,41.554214298937694,-70.50657982575727,0.1721
SAGE LOT,SageLot-216,41.554214307140796,-70.50657988710134,0.1781
SAGE LOT,SageLot-217,41.554214315469565,-70.50657993885562,0.1721
SAGE LOT,SageLot-218,41.554158115937,-70.50644834547006,0.1351
SAGE LOT,SageLot-219,41.554158023789704,-70.50644850400786,0.1291
SAGE LOT,SageLot-220,41.554158005953994,-70.50644849040367,0.1361
SAGE LOT,SageLot-221,41.55416771364656,-70.50644519413048,0.0881
SAGE LOT,SageLot-222,41.55416755956903,-70.50644526729387,0.0901
SAGE LOT,SageLot-223,41.554170301080056,-70.50645806887638,0.1781
SAGE LOT,SageLot-224,41.554170335777606,-70.50645817040561,0.1761
SAGE LOT,SageLot-225,41.554170371700366,-70.5064581784344,0.1721
SAGE LOT,SageLot-226,41.55416074935334,-70.50646183521516,0.2071
SAGE LOT,SageLot-227,41.55416074353776,-70.50646159166523,0.2171
SAGE LOT,SageLot-228,41.554063601709025,-70.50587595379149,0.2291
SAGE LOT,SageLot-229,41.554063630763,-70.50587579858475,0.2351
SAGE LOT,SageLot-230,41.554063692850654,-70.50587587197128,0.2241
SAGE LOT,SageLot-231,41.554072937377676,-70.5058735529116,0.2301
SAGE LOT,SageLot-232,41.55407293788012,-70.50587351455249,0.2321
SAGE LOT,SageLot-233,41.55407292186571,-70.50587336189673,0.2341
SAGE LOT,SageLot-234,41.55407531764533,-70.5058857453229,0.2381
SAGE LOT,SageLot-235,41.55407503862343,-70.50588573045182,0.2331
SAGE LOT,SageLot-236,41.554065343913706,-70.5058894120127,0.2261
SAGE LOT,SageLot-237,41.55406529021792,-70.50588938558535,0.2211
SAGE LOT,SageLot-238,41.55406536275438,-70.50588934889852,0.2241
SAGE LOT,SageLot-239,41.55400920263348,-70.50577050240545,0.2701
SAGE LOT,SageLot-240,41.55400932176123,-70.50577034689152,0.2581
SAGE LOT,SageLot-241,41.554018526281354,-70.50576695610646,0.2591
SAGE LOT,SageLot-242,41.55401845357221,-70.50576700597932,0.2661
SAGE LOT,SageLot-243,41.554018301096534,-70.50576695687464,0.2591
SAGE LOT,SageLot-244,41.554021591692326,-70.50577979033073,0.2641
SAGE LOT,SageLot-245,41.55402151744454,-70.50577995767826,0.2631
SAGE LOT,SageLot-246,41.554021536646275,-70.50577986699349,0.2551
SAGE LOT,SageLot-247,41.554012075045364,-70.50578363072013,0.2401
SAGE LOT,SageLot-248,41.554012064816455,-70.50578372401135,0.2431
SAGE LOT,SageLot-249,41.55401134877614,-70.50564446240286,0.3741
SAGE LOT,SageLot-250,41.55401133021817,-70.50564450394008,0.3731
SAGE LOT,SageLot-251,41.554011283485714,-70.50564463355568,0.3751
SAGE LOT,SageLot-252,41.55402059608486,-70.5056412428631,0.4081
SAGE LOT,SageLot-253,41.55402370674949,-70.50565268599397,0.3241
SAGE LOT,SageLot-254,41.55402386870045,-70.50565269934575,0.3281
SAGE LOT,SageLot-255,41.55402381440805,-70.50565271847,0.3341
SAGE LOT,SageLot-256,41.554014882038175,-70.50565802453255,0.3021
SAGE LOT,SageLot-257,41.554014856077266,-70.50565794359125,0.3061
SAGE LOT,SageLot-258,41.553960856569184,-70.505539847803135,0.5211
SAGE LOT,SageLot-259,41.55396090930747,-70.50553994735209,0.5201
SAGE LOT,SageLot-260,41.553970126815834,-70.5055376276206,0.5191
SAGE LOT,SageLot-261,41.55397026349654,-70.50553750728717,0.5181
SAGE LOT,SageLot-262,41.553972603246635,-70.50555004526203,0.5191
SAGE LOT,SageLot-263,41.553972630636146,-70.50555001711969,0.5211
SAGE LOT,SageLot-264,41.55397254125293,-70.50554996468358,0.5211
SAGE LOT,SageLot-265,41.55396272799721,-70.50555307037558,0.5321
SAGE LOT,SageLot-266,41.553962745566174,-70.50555310435773,0.5401
SAGE LOT,SageLot-267,41.55438402741276,-70.50559659359152,0.5131
SAGE LOT,SageLot-268,41.5543839991441,-70.50559668886275,0.5061
SAGE LOT,SageLot-269,41.55439357432918,-70.50559594344267,0.4781
SAGE LOT,SageLot-270,41.554393666428226,-70.50559578849925,0.4871
SAGE LOT,SageLot-271,41.554394228676735,-70.50560994004857,0.5111
SAGE LOT,SageLot-272,41.55439413872841,-70.50560993076623,0.5091
SAGE LOT,SageLot-273,41.55439420194656,-70.50560991784448,0.5081
SAGE LOT,SageLot-274,41.55438376045172,-70.50560941288595,0.4891
SAGE LOT,SageLot-275,41.55438378517245,-70.5056095885272,0.4861
SAGE LOT,SageLot-276,41.55442662236432,-70.50570862546508,0.3781
SAGE LOT,SageLot-277,41.55443530637778,-70.50570371410967,0.3531
SAGE LOT,SageLot-278,41.554439873980826,-70.50571532423604,0.3481
SAGE LOT,SageLot-279,41.554439720186345,-70.50571537582435,0.3521
SAGE LOT,SageLot-280,41.55443979253435,-70.50571535352186,0.3461
SAGE LOT,SageLot-281,41.5544397287667,-70.50571540839903,0.3461
SAGE LOT,SageLot-282,41.554430801104715,-70.50572173022641,0.3781
SAGE LOT,SageLot-283,41.554430920106796,-70.50572158430123,0.3891
SAGE LOT,SageLot-284,41.55443096953975,-70.50572124850353,0.3581
SAGE LOT,SageLot-285,41.554427457228634,-70.50583399563415,0.2551
SAGE LOT,SageLot-286,41.554427204246025,-70.50583405571142,0.2591
SAGE LOT,SageLot-287,41.554436203947226,-70.50582911093214,0.2851
SAGE LOT,SageLot-288,41.5544361773898,-70.50582907554191,0.2871
SAGE LOT,SageLot-289,41.55444023425732,-70.50584116904619,0.2861
SAGE LOT,SageLot-290,41.554440180828465,-70.50584112224033,0.2881
SAGE LOT,SageLot-291,41.55443130362209,-70.50584634205603,0.2751
SAGE LOT,SageLot-292,41.55443124030971,-70.50584636216993,0.2791
SAGE LOT,SageLot-293,41.554480865017396,-70.50593879402658,0.2501
SAGE LOT,SageLot-294,41.554480854552835,-70.50593890529937,0.2501
SAGE LOT,SageLot-295,41.55448957669472,-70.5059352095386,0.2541
SAGE LOT,SageLot-296,41.55754885147722,-70.50447471516281,0.3915
SAGE LOT,SageLot-297,41.557527984708464,-70.5044235982058,0.3345
SAGE LOT,SageLot-298,41.55751082303099,-70.50437815286084,0.3774
SAGE LOT,SageLot-299,41.557466225910986,-70.50440829513649,0.3976
SAGE LOT,SageLot-300,41.557490949953426,-70.50448263910732,0.3776
SAGE LOT,SageLot-301,41.55751379100369,-70.50453719904351,0.3717
SAGE LOT,SageLot-302,41.55745639980319,-70.5045969739851,0.3819
SAGE LOT,SageLot-303,41.557425176947795,-70.50455452170951,0.4059
SAGE LOT,SageLot-304,41.55740193100499,-70.50451032268404,0.3398
SAGE LOT,SageLot-305,41.5572383967466,-70.5048883155011,0.3548
SAGE LOT,SageLot-306,41.55723928589515,-70.50488004644104,0.3777
SAGE LOT,SageLot-307,41.557229570921166,-70.50487598976561,0.3598
SAGE LOT,SageLot-308,41.55721942172505,-70.50488281125105,0.3478
SAGE LOT,SageLot-309,41.55721327808665,-70.50489326794535,0.3708
SAGE LOT,SageLot-310,41.55720367543914,-70.50505917581508,0.3481
SAGE LOT,SageLot-311,41.55721270764921,-70.50505312107418,0.3581
SAGE LOT,SageLot-312,41.557212003528775,-70.50503652296362,0.3521
SAGE LOT,SageLot-313,41.5572037779284,-70.50502884943172,0.3601
SAGE LOT,SageLot-314,41.55718910935482,-70.50503784679329,0.3381
SAGE LOT,SageLot-315,41.55717892306972,-70.50505417420223,0.3361
SAGE LOT,SageLot-316,41.557084930461166,-70.50496777497834,0.2962
SAGE LOT,SageLot-317,41.55708178475731,-70.50498067670634,0.3392
SAGE LOT,SageLot-318,41.5570896529538,-70.50498923168782,0.3302
SAGE LOT,SageLot-319,41.557099157893084,-70.5049783709608,0.3101
SAGE LOT,SageLot-320,41.55709964036085,-70.50496195030554,0.3471
SAGE LOT,SageLot-321,41.55692258443298,-70.50529267051658,0.283
SAGE LOT,SageLot-322,41.55691249419665,-70.50528948406044,0.299
SAGE LOT,SageLot-323,41.55692125691455,-70.50528069268333,0.3
SAGE LOT,SageLot-324,41.55691437835345,-70.50527140040255,0.318
SAGE LOT,SageLot-325,41.55692605510589,-70.5052687790707,0.3119
SAGE LOT,SageLot-326,41.55678046977198,-70.5053624692775,0.2593
SAGE LOT,SageLot-327,41.55677593774478,-70.5053686379754,0.2704
SAGE LOT,SageLot-328,41.55678219078416,-70.50537768789223,0.2614
SAGE LOT,SageLot-329,41.55679157220611,-70.50537853277763,0.2734
SAGE LOT,SageLot-330,41.55679359950424,-70.50536623351698,0.2793
SAGE LOT,SageLot-331,41.55677644933585,-70.50520602055371,0.2621
SAGE LOT,SageLot-332,41.55676842664237,-70.50521029875824,0.2311
SAGE LOT,SageLot-333,41.55676579514605,-70.50522148558863,0.2421
SAGE LOT,SageLot-334,41.556774838261916,-70.50522904495938,0.2621
SAGE LOT,SageLot-335,41.556783130409755,-70.50522035299225,0.2601
SAGE LOT,SageLot-336,41.555345670904224,-70.50657600466897,0.1219
SAGE LOT,SageLot-337,41.55534802838536,-70.50658896784485,0.1299
SAGE LOT,SageLot-338,41.55535581079034,-70.50658832121977,0.1249
SAGE LOT,SageLot-339,41.5553644115934,-70.50657546627534,0.1228
SAGE LOT,SageLot-340,41.55535738831018,-70.50655887413897,0.1198
SAGE LOT,SageLot-341,41.55545786962108,-70.50664985232413,0.1168
SAGE LOT,SageLot-342,41.55546360781302,-70.50664354158154,0.1118
SAGE LOT,SageLot-343,41.555459602268805,-70.50663434248436,0.1118
SAGE LOT,SageLot-344,41.555451356997445,-70.50663127069917,0.1188
SAGE LOT,SageLot-345,41.555466597008405,-70.50665373032199,0.0998
SAGE LOT,SageLot-346,41.55546666944132,-70.50647788699338,0.1105
SAGE LOT,SageLot-347,41.55546286032966,-70.50647012420801,0.1045
SAGE LOT,SageLot-348,41.55547059854246,-70.50647257504774,0.1205
SAGE LOT,SageLot-349,41.555475369813486,-70.50647908432505,0.1075
SAGE LOT,SageLot-350,41.555476007463135,-70.50648987915514,0.1205
SAGE LOT,SageLot-351,41.555191358136845,-70.50681631050664,0.1525
SAGE LOT,SageLot-352,41.55519644017221,-70.5068245345283,0.1506
SAGE LOT,SageLot-353,41.55520516306209,-70.50681810370243,0.1495
SAGE LOT,SageLot-354,41.55520378022577,-70.50680733477158,0.1705
SAGE LOT,SageLot-355,41.55519800479137,-70.506797656913065,0.1705
SAGE LOT,SageLot-356,41.55503686854767,-70.50689945409917,0.202
SAGE LOT,SageLot-357,41.555042986667075,-70.50689941037051,0.1899
SAGE LOT,SageLot-358,41.5550388631953,-70.50688965818964,0.1899
SAGE LOT,SageLot-359,41.55502982102004,-70.50688966276826,0.1949
SAGE LOT,SageLot-360,41.55502336726221,-70.50689820274616,0.204
SAGE LOT,SageLot-361,41.55518169417214,-70.50699527455437,0.1649
SAGE LOT,SageLot-362,41.55518943000678,-70.50698959184662,0.1648
SAGE LOT,SageLot-363,41.555186428150755,-70.50697638588743,0.1588
SAGE LOT,SageLot-364,41.555177680288814,-70.5069718718618,0.1518
SAGE LOT,SageLot-365,41.55516795728946,-70.50698080115039,0.1579
SAGE LOT,SageLot-366,41.554599072587955,-70.50611777792106,0.2404
SAGE LOT,SageLot-367,41.55460020665203,-70.50612499043656,0.2374
SAGE LOT,SageLot-368,41.55460896237974,-70.5061255378774,0.2454
SAGE LOT,SageLot-369,41.554609841536134,-70.50611260685037,0.2533
SAGE LOT,SageLot-370,41.554696113390506,-70.50605112494908,0.2681
SAGE LOT,SageLot-371,41.55470296817065,-70.50604442046595,0.2971
SAGE LOT,SageLot-372,41.554696611723166,-70.50603171712703,0.3031
SAGE LOT,SageLot-373,41.554685841908395,-70.50603991112315,0.2741
SAGE LOT,SageLot-374,41.554686793224455,-70.50605282351239,0.2621
SAGE LOT,SageLot-375,41.55467006689121,-70.5062035538225,0.2364
SAGE LOT,SageLot-376,41.55467756212817,-70.50619883914358,0.2524
SAGE LOT,SageLot-377,41.554674502625076,-70.50618865131457,0.2454
SAGE LOT,SageLot-378,41.55466450059979,-70.5061876708294,0.2364
SAGE LOT,SageLot-379,41.55466452850292,-70.5062040343606,0.2434
STATE GAME FARM,SGF2,41.73124053,-70.42717129,1.1381000000000001
STATE GAME FARM,SGF3,41.73131294,-70.42718416,1.2841
STATE GAME FARM,SGF3,41.7313132,-70.42718388,1.2511
STATE GAME FARM,SGF3,41.73131295,-70.42718396,1.2511
STATE GAME FARM,SGF3,41.73131344,-70.42718392,1.2761
STATE GAME FARM,SGF3,41.73137483,-70.42722611,1.5011
STATE GAME FARM,SGF3,41.73138571,-70.42723837,1.2861
STATE GAME FARM,SGF3,41.73138569,-70.42723857,1.2971
STATE GAME FARM,SGF3,41.73138518,-70.42723842,1.3041
STATE GAME FARM,SGF3,41.73138541,-70.42723822,1.3011
STATE GAME FARM,SGF3,41.731403,-70.4272432,1.3061
STATE GAME FARM,SGF4,41.7313851,-70.42723852,1.3341
STATE GAME FARM,SGF5,41.73145035,-70.42727122,0.8501
STATE GAME FARM,SGF9,41.73030154,-70.42952861,1.1081
STATE GAME FARM,SGF10,41.7302733,-70.42943528,1.0681
STATE GAME FARM,SGF11,41.73022701,-70.42934657,1.1181
STATE GAME FARM,SGF12,41.73018225,-70.42925252,1.1131
STATE GAME FARM,SGF13,41.73014916,-70.42914304,1.0241
STATE GAME FARM,SGF14,41.73010075,-70.42904561,1.0881
STATE GAME FARM,SGF15,41.7300649,-70.42892765,1.0751
STATE GAME FARM,SGF16,41.73002714,-70.42885047,1.0371
STATE GAME FARM,SGF17,41.73066832,-70.42889554,1.1411
STATE GAME FARM,SGF18,41.73060227,-70.42881931,1.1391
STATE GAME FARM,SGF19,41.73052967,-70.42872863,1.0781
STATE GAME FARM,SGF20,41.7304738,-70.42865902,1.0631
STATE GAME FARM,SGF21,41.73045104,-70.42863011,0.9591000000000001
STATE GAME FARM,SGF22,41.7299751,-70.42790873,1.0621
STATE GAME FARM,SGF23,41.73002284,-70.42799465,1.0971
STATE GAME FARM,SGF24,41.73007612,-70.42807243,1.1221
STATE GAME FARM,SGF25,41.73014035,-70.42812567,1.0811
STATE GAME FARM,SGF26,41.73021495,-70.42817314,1.1431
STATE GAME FARM,SGF27,41.73028517,-70.42824325,1.1041
STATE GAME FARM,SGF28,41.73033641,-70.42828672,1.0931
STATE GAME FARM,SGF39,41.73123957,-70.42666934,1.1814
STATE GAME FARM,SGF40,41.73131852,-70.42669863,1.3211
STATE GAME FARM,SGF41,41.73139225,-70.42673294,1.3164
STATE GAME FARM,SGF42,41.73146451,-70.42677177,1.2924
STATE GAME FARM,SGF43,41.7315303,-70.42680207,1.3086
STATE GAME FARM,SGF44,41.7316016,-70.42683623,1.2953000000000001
STATE GAME FARM,SGF45,41.73167186,-70.42686618,1.246
STATE GAME FARM,SGF46,41.73170329,-70.42687499,1.1340000000000001
STATE GAME FARM,SGF47,41.73224937,-70.42606623,1.3999
STATE GAME FARM,SGF48,41.73217498,-70.42606307,1.4081
STATE GAME FARM,SGF49,41.73208087,-70.42606279,1.3668
STATE GAME FARM,SGF50,41.73198844,-70.42604162,1.3167
STATE GAME FARM,SGF51,41.73189979,-70.42602826,1.2997
STATE GAME FARM,SGF52,41.73180733,-70.42602004,1.3135000000000001
STATE GAME FARM,SGF53,41.73172104,-70.4260021,1.3336000000000001
STATE GAME FARM,SGF54,41.73163005,-70.4259916,1.331
STATE GAME FARM,SGF55,41.73154049,-70.42598972,1.2686
STATE GAME FARM,SGF56,41.73149477,-70.42601412,0.9948
OLD COUNTY,OLDCOUNTYWELL,41.96021545,-70.05617015,0.37210000000000004
OLD COUNTY,OLDCOUNTYPAR,41.96024845,-70.05610747,0.441
OLD COUNTY,CORELOCS?,41.96040072,-70.05597329,0.45780000000000004
OLD COUNTY,CORELOCS?,41.960402,-70.05597496,0.45480000000000004
OLD COUNTY,CORELOCS?,41.96040417,-70.05597584,0.45980000000000004
OLD COUNTY,CORELOCS?,41.9604332,-70.05591699,0.44670000000000004
OLD COUNTY,OLDCOUNTYSTAKE,41.96042621,-70.05595573,0.4777
OLD COUNTY,OLDCOUNTYSTAKE,41.96041974,-70.05595522,0.4667
OLD COUNTY,OLDCOUNTYSTAKE,41.96041325,-70.05594686,0.5117
OLD COUNTY,CORE?,41.9603922,-70.05596541,0.45680000000000004
OLD COUNTY,CORE?,41.96038249,-70.05595655,0.4688
OLD COUNTY,COLLAR,41.96044997,-70.05576765,0.4636
OLD COUNTY,COLLAR,41.96048076,-70.0557263,0.47150000000000003
OLD COUNTY,COLLAR,41.96050287,-70.05569489,0.4515
OLD COUNTY,COLLAR,41.96051789,-70.05567374,0.14550000000000002
OLD COUNTY,WELL,41.96040207,-70.0559254,0.43470000000000003
OLD COUNTY,WELL,41.96037453,-70.05594504,0.4048
OLD COUNTY,WELL,41.96037595,-70.05594618,0.4058
OLD COUNTY,WELL,41.96037841,-70.05594684,0.4278
OLD COUNTY,WELL,41.96039086,-70.05596542,0.4388
OLD COUNTY,COLLAR,41.96027627,-70.05605043,0.386
OLD COUNTY,COLLAR,41.96026321,-70.05604495,0.389
OLD COUNTY,COLLAR,41.96026476,-70.05605696,0.396
OLD COUNTY,COLLAR,41.96026963,-70.05606771,0.406
OLD COUNTY,COLLAR,41.96019318,-70.05616882,0.3981
QUIVET,DEEPWELL,41.74701842,-70.14341861,1.3843
QUIVET,SHALLOWWELL,41.74702391,-70.1433966,1.3882
QUIVET,SHALLOWWELLRESTORED,41.74702204,-70.14391802,1.3523
QUIVET,DEEPWELLRESTORED,41.74703929,-70.14391038,1.3503
QUIVET,CREEKHOBOSEDBOTTOM,41.74695021,-70.14332179,0.0683
QUIVET,CREEKHOBOINSTRUMENTTOP,41.74695037,-70.14332218,0.2903
QUIVET,TRANS1,41.74695353,-70.14332151,0.0633
QUIVET,TRANS1,41.74695958,-70.14331958,0.0753
QUIVET,TRANS1,41.74696528,-70.14331813,0.6663
QUIVET,TRANS1,41.7469809,-70.14332373,1.1523
QUIVET,TRANS1,41.747002,-70.14333696,1.3183
QUIVET,TRANS1,41.74703101,-70.14335928,1.3672
QUIVET,TRANS1,41.74706497,-70.14338502,1.3792
QUIVET,TRANS1,41.74709032,-70.14341522,1.3672
QUIVET,TRANS1,41.74712546,-70.14344085,1.3441
QUIVET,TRANS1,41.74716605,-70.14346222,1.3401
QUIVET,TRANS1,41.74718343,-70.14347059,1.2661
QUIVET,TRANS1,41.7471882,-70.14347172,0.9321
QUIVET,TRANS1,41.74719414,-70.14347193,1.2781
QUIVET,TRANS1,41.74721376,-70.14347769,1.336
QUIVET,TRANS1,41.74724925,-70.14349636,1.37
QUIVET,TRANS1,41.74728905,-70.14352222,1.3860000000000001
QUIVET,TRANS1,41.74733064,-70.14354859,1.4239
QUIVET,TRANS1,41.74737823,-70.14357795,1.4199
QUIVET,TRANS1,41.74742382,-70.14360427,1.4138
QUIVET,TRANS1,41.74747054,-70.14364012,1.4438
QUIVET,TRANS1,41.7475113,-70.14366683,1.4377
QUIVET,TRANS1,41.74755143,-70.14369822,1.4887
QUIVET,TRANS1,41.7475849,-70.14372604,1.5567
QUIVET,COLLARNATURAL,41.74702062,-70.14346363,1.3893
QUIVET,COLLARNATURAL,41.74702798,-70.1434391,1.4012
QUIVET,COLLARNATURAL,41.74700298,-70.14342472,1.3793
QUIVET,COLLARNATURAL,41.74699658,-70.14345147,1.3743
QUIVET,MYSTERYWELL,41.74707561,-70.1434187,1.3722
QUIVET,QUADNB,41.74697658,-70.14286398,1.2802
QUIVET,QUADNB,41.74700902,-70.14290551,1.2022
QUIVET,QUADNB,41.74703968,-70.14286291,1.2601
QUIVET,QUADNB,41.74700705,-70.1428202,1.2981
QUIVET,QUADNA,41.74710123,-70.14275382,1.29
QUIVET,QCNA,41.74710331,-70.14275561,1.302
QUIVET,QCNA,41.74712886,-70.14280076,1.274
QUIVET,QCNA,41.74716426,-70.14276348,1.301
QUIVET,QCNA,41.74713486,-70.1427151,1.313
QUIVET,TRANS2,41.74712897,-70.14284298,0.86
QUIVET,TRANS2,41.74711874,-70.1428204,1.2630000000000001
QUIVET,TRANS2,41.74710173,-70.14279225,1.307
QUIVET,TRANS2,41.74707447,-70.14276157,1.3171
QUIVET,TRANS2,41.74703393,-70.14272078,1.3591
QUIVET,TRANS2,41.74699429,-70.14268192,1.4141
QUIVET,TRANS2,41.74695448,-70.14264415,1.4092
QUIVET,TRANS2,41.74691501,-70.14261291,1.4202
QUIVET,TRANS2,41.7468741,-70.1425745,1.3892
QUIVET,TRANS2,41.74684251,-70.14254598,1.3783
QUIVET,TRANS2,41.74681247,-70.14252493,1.3323
QUIVET,TRANS2,41.7467791,-70.14249624,1.2073
QUIVET,QCRBPLOTELEVATION,41.74669341,-70.14388475,1.3257
QUIVET,QCRBPLOTELEVATION,41.7466957,-70.1438811,1.4327
QUIVET,QCRBPLOTELEVATION,41.74669963,-70.14387719,1.4497
QUIVET,QCRBPLOTELEVATION,41.74670558,-70.14387192,1.4087
QUIVET,QCRBPLOTELEVATION,41.7467124,-70.14386531,1.3837
QUIVET,QCRBPLOTELEVATION,41.74671981,-70.14385826,1.3807
QUIVET,QCRBPLOTELEVATION,41.74672669,-70.14385027,1.3877
QUIVET,QCRBPLOTELEVATION,41.74673253,-70.14384363,1.4007
QUIVET,QCRBPLOTELEVATION,41.74673817,-70.14383705,1.3907
QUIVET,QCRBPLOTELEVATION,41.7467418,-70.14383176,1.4326
QUIVET,QCRBPLOTELEVATION,41.74669781,-70.14382539,1.3437000000000001
QUIVET,QCRBPLOTELEVATION,41.74669944,-70.14383195,1.3697
QUIVET,QCRBPLOTELEVATION,41.74670436,-70.14384027,1.3587
QUIVET,QCRBPLOTELEVATION,41.74670978,-70.14384801,1.3667
QUIVET,QCRBPLOTELEVATION,41.74671593,-70.14385894,1.3517000000000001
QUIVET,QCRBPLOTELEVATION,41.74672214,-70.14386962,1.3717
QUIVET,QCRBPLOTELEVATION,41.74672749,-70.14387732,1.3707
QUIVET,QCRBPLOTELEVATION,41.74673206,-70.14388595,1.3747
QUIVET,QCRBPLOTELEVATION,41.74673726,-70.14389084,1.3577
QUIVET,QCRB,41.74656008,-70.14425027,1.3939
QUIVET,QUADC,41.74655455,-70.14424863,1.3959
QUIVET,QUADC,41.74659706,-70.14426719,1.3699000000000001
QUIVET,QUADC,41.7466112,-70.14420918,1.3789
QUIVET,QUADC,41.74656797,-70.14419082,1.3769
QUIVET,COLLAR,41.74705178,-70.1439047,1.3443
QUIVET,COLLAR,41.74705964,-70.14388502,1.3073
QUIVET,COLLAR,41.7470443,-70.14387181,1.2903
QUIVET,COLLAR,41.74703807,-70.14389132,1.3153
BASS,BCNA,41.71632573,-70.24051873,1.4286
BASS,QUAD,41.7163294,-70.24051769,1.4296
BASS,QUAD,41.71632459,-70.24045985,1.4476
BASS,QUAD,41.71627982,-70.24046496,1.3927
BASS,QUAD,41.71628198,-70.24052416,1.2557
BASS,BCNB,41.71573367,-70.24022348,1.4554
BASS,QUAD,41.71573393,-70.24021873,1.4614
BASS,QUAD,41.71568917,-70.24022565,1.4315
BASS,QUAD,41.7156944,-70.24028527,1.3685
BASS,QUAD,41.71573964,-70.24027816,1.3244
BASS,SHALLOWWELLNAT,41.71619758,-70.23724952,1.5957000000000001
BASS,DEEPWELLNAT,41.71615181,-70.23724487,1.5657
BASS,COLLAR,41.7161834,-70.23726232,1.6157
BASS,COLLAR,41.71618354,-70.23724217,1.6307
BASS,COLLAR,41.71616231,-70.23723575,1.5797
BASS,COLLAR,41.71616147,-70.23725547,1.5737
BASS,COLLAR,41.71616276,-70.23727297,1.5657
BASS,COLLAR,41.71617566,-70.23727697,1.5817
BASS,DEEPWELLRESTORED,41.71620545,-70.23693449,1.5845
BASS,SHALLOWWELLRESTORED,41.71618929,-70.2367603,1.6345
BASS,COLLAR,41.71621343,-70.2369707,1.5845
BASS,COLLAR,41.71622204,-70.23695363,1.5595
BASS,COLLAR,41.71621522,-70.2369408,1.5665
BASS,COLLAR,41.71620682,-70.23695255,1.5695000000000001
BASS,BCRA,41.71594011,-70.23596003,1.5166
BASS,BCRA,41.71593807,-70.23596043,1.5036
BASS,QUAD,41.71592229,-70.23596477,1.4806
BASS,QUAD,41.71596688,-70.23595804,1.5755000000000001
BASS,QUAD,41.71596064,-70.23589849,1.5625
BASS,QUAD,41.71591659,-70.23590499,1.5076
BASS,BCRB,41.71612398,-70.23613153,1.4484
BASS,QUAD,41.71612469,-70.23612418,1.4613
BASS,QUAD,41.71608068,-70.23612817,1.6074
BASS,QUAD,41.71608214,-70.23618774,1.5694
BASS,QUAD,41.71612718,-70.23618522,1.4934
SB,COLLAR1,41.75466017,-70.11510081,1.4476
SB,COLLAR2,41.75464847,-70.11508823,1.4556
SB,COLLAR3,41.75464285,-70.1150986,1.4686000000000001
SB,COLLAR4,41.75465099,-70.11510972,1.4686000000000001
SB,SHALLOWWELL,41.75462347,-70.11514281,1.4336
SB,DEEPWELL,41.75433745,-70.11548871,1.4879
SB,COLLAR5,41.7543678,-70.11550073,1.4659
SB,COLLAR6,41.75435631,-70.11549677,1.4689
SB,COLLAR7,41.75435565,-70.11551454,1.4719
SB,COLLAR8,41.75436664,-70.11551368,1.4569
SB,EXPERIMENTCORE1A,41.75436896,-70.11553361,1.4669
SB,EXPERIMENTCORE1B,41.7543692,-70.11553095,1.4209
SB,EXPERIMENTCORE1C,41.75436892,-70.11552824,1.4399
SB,EXPERIMENTCORE2A,41.75436502,-70.11548135,1.4559
SB,EXPERIMENTCORE2B,41.75436366,-70.11547916,1.4539
SB,EXPERIMENTCORE2C,41.75436314,-70.11548163,1.4909000000000001
SB,EXPERIMENTCORE3A,41.75434388,-70.11547289,1.4559
SB,EXPERIMENTCORE3B,41.75434245,-70.11546928,1.4949000000000001
SB,EXPERIMENTCORE3C,41.75434075,-70.11547194,1.4539
SB,EXPERIMENTCORE4A,41.75434732,-70.1155291,1.4889000000000001
SB,EXPERIMENTCORE4B,41.7543484,-70.11552395,1.4769
SB,EXPERIMENTCORE4C,41.75434976,-70.11552242,1.4459
SB,EXPERIMENTCORE1D,41.75437019,-70.11553179,1.4939
SB,EXPERIMENTCORE2D,41.75436383,-70.11548074,1.4809
SB,EXPERIMENTCORE3D,41.75434241,-70.11547154,1.5109
SB,EXPERIMENTCORE4D,41.75434865,-70.11552556,1.5029000000000001
SB,SBNB,41.75497372,-70.11481587,1.4472
SB,QUADB,41.75497029,-70.11481835,1.4562
SB,QUADB2,41.75501679,-70.11482559,1.4862
SB,QUADB3,41.75502125,-70.11476614,1.3062
SB,QUADB4,41.75497531,-70.11475846,1.2982
SB,SBNA,41.75468393,-70.11495907,1.3255000000000001
SB,TRANS1,41.75551729,-70.11447541,0.16360000000000002
SB,TRANS1,41.75551147,-70.1144792,1.2727
SB,TRANS1,41.75546811,-70.11451516,1.4657
SB,TRANS1,41.75542758,-70.11455024,1.4717
SB,TRANS1,41.75538519,-70.11458548,1.4438
SB,TRANS1,41.75534983,-70.11461826,1.4378
SB,TRANS1,41.75530809,-70.11465495,1.4679
SB,TRANS1,41.75526888,-70.11469036,1.4429
SB,TRANS1,41.75523299,-70.11472379,1.433
SB,TRANS1,41.7551944,-70.11475976,1.418
SB,TRANS1,41.75515871,-70.11479248,1.408
SB,TRANS1,41.7551463,-70.11480433,0.9400000000000001
SB,TRANS1,41.75514123,-70.11480932,1.4571
